,0,1
0,0.7617165716432825,0.6554987244265353
1,0.7826968939669438,0.7910467314235535
2,0.7631298460070356,0.7414327114991477
3,0.8080732085833178,0.80237037316879
4,0.8238788955704929,0.8379899254289739
5,0.8639343934157327,0.8049606294954326
6,0.8008874423086638,0.7850312904150549
7,0.7977048216079787,0.8063260182576907
8,0.5902185747573611,0.5649252860955776
9,0.7895474343609433,0.7865080299359056
10,0.582645441864976,0.6855415897359394
11,0.9064344379269352,0.8047226801077895
12,0.8119449754926161,0.5037051145089934
13,0.7607800601695713,0.755430354703554
14,0.6689933884240475,0.6214873974480196
15,0.7173879246420103,0.7130988045434673
16,0.6903239596095112,0.6850169160833665
17,0.7613149282558692,0.7960494780976661
18,0.8361492953680891,0.8359522899192674
19,0.8284847129315815,0.7065217650039081
20,0.7183632526437209,0.7512866560255355
21,0.7737297907066082,0.6624142907152581
22,0.5178175274235475,0.4520309952511627
23,0.7080806606337562,0.7322097481070036
24,0.6657901572107237,0.6487825178128108
25,0.6600166789245334,0.7447903185476548
26,0.5523045237570876,0.7223672463928296
27,0.6363780083098602,0.5386202719543902
28,0.844844648146702,0.8467932839606204
29,0.6738859207770155,0.5594226556561683
30,0.7942748022015814,0.6022670472052509
31,0.7867701584549885,0.6720363927303205
32,0.8445804066094723,0.6947619009762497
33,0.8132814408776964,0.8096147395508124
34,0.763444544102733,0.8165569174693857
